Borough,ID,Survey Date,Survey Year,On-Carriageway (if 1) or Off-Carriageway (if 0),Segregated Lane/Track,Stepped Lane/Track,Partially Segregated Lane/Track,Shared Lane or Footway,Mandatory Cycle Lane,Advisory Cycle Lane,Cycle Lane/Track Priority,Contraflow Lane/Track,Bi-directional,Cycle Bypass,Continuous Cycle Facilities at Bus Stop,Park Route,Waterside Route,Part-time (if 1) or Full-time (if 0),Total Tracks or Lanes,Access Times,Colour
Barnet, RWG279955,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Wandsworth, RWG109914,12/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Westminster, RWG109209,15/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066203,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184755,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056350,22/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Barking&Dagenham, RWG184757,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056305,19/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109915,12/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Camden, RWG000085,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG108403,30/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056109,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7-10am 4-7pm , NONE
Barking&Dagenham, RWG184944,07/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG184945,07/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109912,11/08/2017,2017,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1, Mon-Sat 7-10am 4-7pm , NONE
Wandsworth, RWG056099,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056395,21/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG171213,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG109909,11/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Barking&Dagenham, RWG184948,07/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184947,07/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
Barking&Dagenham, RWG184741,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185304,07/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG119595,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-- Fri 4-7pm , RED
Bexley, RWG244529,19/02/2018,2018,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bexley, RWG185266,03/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG056532,22/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Sutton, RWG219809,14/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185305,07/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184740,07/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184744,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG055969,17/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG184743,07/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG089423,06/01/2017,2017,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185344,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Sutton, RWG219808,14/12/2017,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG108402,09/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185348,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Westminster, RWG056124,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171212,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG056450,19/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038394,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-10am, NONE
Sutton, RWG218912,14/12/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
Camden, RWG000100,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056508,22/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066431,30/06/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185339,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG109813,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,  , BLUE
Enfield, RWG149814,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Camden, RWG089480,16/10/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056259,22/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Wandsworth, RWG056247,21/07/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG000079,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056122,19/07/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056097,19/07/2017,2017,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bexley, RWG276755,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bexley, RWG244348,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153724,12/01/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG185350,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG109908,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG056260,22/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Wandsworth, RWG056519,22/07/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Westminster, RWG056136,19/07/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056292,20/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG066845,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barnet, RWG279957,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Camden, RWG038393,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-10am, NONE
Wandsworth, RWG135177,04/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, FALSE, NONE
Wandsworth, RWG109907,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG171207,10/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,  , BLUE
Barking&Dagenham, RWG185351,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Camden, RWG038386,20/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1, 5am to dusk, NONE
Wandsworth, RWG056262,22/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Bexley, RWG276754,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Westminster, RWG066069,28/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 4-7 pm, RED
Camden, RWG000083,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056263,22/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056512,20/07/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Wandsworth, RWG056125,19/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119528,17/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Camden, RWG089421,30/05/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG135687,20/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG109811,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,  , BLUE
Wandsworth, RWG056096,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7am-10am , RED
Westminster, RWG056138,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG119529,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lambeth, RWG102182,06/08/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1, None, NONE
Wandsworth, RWG171211,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Westminster, RWG066246,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056296,22/07/2017,2017,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152143,30/05/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171210,11/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Westminster, RWG056107,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7-10am 4-7pm , NONE
Barking&Dagenham, RWG185352,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Bexley, RWG184647,02/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG135686,20/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG056475,19/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102181,06/08/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1, None, NONE
Barking&Dagenham, RWG185721,08/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG156024,08/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109906,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG135685,20/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Camden, RWG152124,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102186,06/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056411,22/07/2017,2017,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Barnet, RWG279019,15/02/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG999818,16/03/2018,2018,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG135684,20/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Havering, RWG155856,03/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG156034,08/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG102184,06/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038392,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-10am, NONE
Wandsworth, RWG135678,22/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7AM 10Am , NONE
Westminster, RWG066204,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152125,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109785,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,  , BLUE
Wandsworth, RWG135293,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bexley, RWG184631,01/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109734,10/08/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Bexley, RWG185639,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lambeth, RWG102188,06/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171206,10/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,  , BLUE
Wandsworth, RWG135679,22/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7AM 10Am , RED
Wandsworth, RWG109903,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG056403,20/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Lambeth, RWG119594,24/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-- Fri 4-7pm , RED
Wandsworth, RWG056258,22/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109746,10/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149813,19/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056114,19/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG056300,20/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG109902,11/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG055958,17/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7am-10am , RED
Camden, RWG152140,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102185,06/08/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Sutton, RWG218904,14/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171204,10/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Camden, RWG000034,29/05/2017,2017,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109740,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG153720,11/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG056479,20/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Enfield, RWG150004,25/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171203,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Sutton, RWG218905,14/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066266,29/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056334,20/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm , BLUE
Wandsworth, RWG056380,16/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10am, NONE
Camden, RWG038333,16/06/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153766,11/01/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153765,11/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Camden, RWG152126,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG153767,11/01/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056102,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171208,10/08/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Bexley, RWG185881,03/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Wandsworth, RWG171202,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG135242,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Wandsworth, RWG171209,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Wandsworth, RWG999606,22/03/2018,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, BLUE
Barnet, RWG279958,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Camden, RWG152139,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102258,19/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109772,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056105,19/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7-10am 4-7pm , NONE
Sutton, RWG218898,14/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038334,16/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152127,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG152334,22/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Wandsworth, RWG055947,17/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 to 7pm, RED
Sutton, RWG219070,16/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Sutton, RWG218908,14/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102380,17/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Sutton, RWG218910,14/12/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Wandsworth, RWG055949,17/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7am-10am , RED
Barking&Dagenham, RWG156031,08/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Camden, RWG038391,20/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-10am, NONE
Sutton, RWG218901,14/12/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, GREEN
Westminster, RWG056177,20/07/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Kensington&Chelsea, RWG056183,20/07/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Westminster, RWG056176,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056181,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152138,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Kensington&Chelsea, RWG056185,20/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Sutton, RWG218896,14/12/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Kensington&Chelsea, RWG056155,19/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG171201,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Westminster, RWG056117,19/07/2017,2017,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Kensington&Chelsea, RWG056277,22/07/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG280023,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG135180,21/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon - Sat  7 - 10 am  4 - 7 pm, NONE
Camden, RWG152128,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG102401,19/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056187,20/07/2017,2017,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1, None, NONE
Westminster, RWG056123,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056184,20/07/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Westminster, RWG056160,19/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barnet, RWG279959,21/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Westminster, RWG153723,11/01/2018,2018,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1, None, NONE
Wandsworth, RWG110065,22/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG244352,21/02/2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Lambeth, RWG199446,27/01/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon - Fri 4 - 7pm, RED
Enfield, RWG150003,25/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Lambeth, RWG199447,27/01/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon - Fri 4 - 7pm, RED
Camden, RWG152137,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066205,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG152129,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109774,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Merton, RWG218688,12/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Camden, RWG038376,19/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Camden, RWG152136,30/05/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066245,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Westminster, RWG066055,27/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm, NONE
Kensington&Chelsea, RWG056156,19/07/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1, Mon-Fri 8, NONE
Westminster, RWG066611,03/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 7am -7pm Mon- sat, NONE
Camden, RWG038408,21/08/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1, None, NONE
Camden, RWG152130,30/05/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Bexley, RWG198765,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Wandsworth, RWG109736,10/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Wandsworth, RWG171200,10/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Bexley, RWG184651,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Wandsworth, RWG109737,10/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
